topic_id,topic_prob
64,1.0
4,0.39181150792587105
-1,0.0
-1,0.0
78,0.36056462931802186
-1,0.0
35,0.8838703386697873
-1,0.0
118,0.9251866398729156
78,0.8206725126429516
49,1.0
-1,0.0
440,0.14026795227246283
-1,0.0
81,0.9643928842407922
-1,0.0
556,0.8242890170888058
62,1.0
112,1.0
25,0.7764382700338684
-1,0.0
-1,0.0
-1,0.0
112,1.0
112,1.0
-1,0.0
112,1.0
77,1.0
-1,0.0
78,0.38682290201898595
-1,0.0
112,1.0
-1,0.0
-1,0.0
78,0.35131755024008987
-1,0.0
-1,0.0
78,0.4436232849086593
78,0.3691227421915775
72,0.35870785089520485
118,0.7671721354548897
-1,0.0
-1,0.0
78,0.8110280052440927
189,0.34421339405012114
-1,0.0
-1,0.0
112,1.0
189,0.5666159921083551
353,1.0
35,0.9780896332576713
-1,0.0
-1,0.0
-1,0.0
189,0.4234621544880693
-1,0.0
78,0.6181937154414303
-1,0.0
189,0.7726595892093054
341,0.8084351895456545
78,0.4836032148517888
-1,0.0
112,1.0
297,0.6462226187396937
-1,0.0
189,0.9797216818792885
473,0.8290187203675432
189,0.404425314749251
747,0.6837481167588311
143,0.419195118027619
681,0.6420968426793302
-1,0.0
78,0.3872896357430594
112,1.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
62,0.9379272946069888
526,0.6629762319405734
-1,0.0
-1,0.0
49,1.0
-1,0.0
53,0.6395493122743756
49,1.0
49,1.0
-1,0.0
306,0.5480166706107403
118,0.18966220797073938
-1,0.0
467,1.0
69,0.6403819476008675
-1,0.0
-1,0.0
-1,0.0
118,0.4778976425695868
526,1.0
-1,0.0
112,1.0
-1,0.0
112,1.0
702,0.704158777902768
189,1.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
816,0.701110460620511
-1,0.0
-1,0.0
-1,0.0
49,0.8122842394038496
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
118,0.44032160812083987
166,0.18907297025348882
-1,0.0
31,0.9670277165623765
-1,0.0
-1,0.0
219,1.0
204,1.0
-1,0.0
-1,0.0
118,0.5433854622475809
118,1.0
62,1.0
81,0.7929430419756065
78,0.3554967223057299
-1,0.0
49,0.6983642155233051
-1,0.0
-1,0.0
-1,0.0
63,0.7832848189907017
-1,0.0
204,1.0
-1,0.0
189,0.20239055823258903
69,0.4934628874925067
2,0.7974183206376824
118,0.974710314835276
-1,0.0
118,0.8135005418757
-1,0.0
-1,0.0
189,1.0
-1,0.0
-1,0.0
44,0.3163621826050814
348,0.7897874010314958
189,0.8329547948502553
-1,0.0
189,0.6689746159208779
-1,0.0
-1,0.0
-1,0.0
965,1.0
189,0.7230754474506027
965,1.0
62,0.8289950231549619
-1,0.0
-1,0.0
189,0.9967959959806182
118,0.7966913017482466
62,0.976093469599067
204,1.0
-1,0.0
944,1.0
189,0.39415733108728007
-1,0.0
118,1.0
118,0.768750342642515
118,0.622567329403544
118,0.7274407694245417
35,0.6081856617079611
-1,0.0
35,1.0
62,0.8252086864830798
-1,0.0
348,1.0
62,0.7417623043745877
-1,0.0
-1,0.0
-1,0.0
69,0.509153484357526
189,0.7330863885608174
-1,0.0
297,1.0
-1,0.0
-1,0.0
-1,0.0
69,0.5708362642804369
160,1.0
44,0.733461426587244
-1,0.0
35,0.9488088465928817
189,0.7220333756539621
-1,0.0
118,0.24157173311546012
-1,0.0
-1,0.0
-1,0.0
118,0.9485987182207968
-1,0.0
348,0.7747763542431325
348,0.8832884494776734
-1,0.0
27,0.14703089605144357
-1,0.0
-1,0.0
-1,0.0
143,0.5730453022192756
-1,0.0
-1,0.0
946,1.0
-1,0.0
62,0.8913585920268445
189,0.4329857745374655
-1,0.0
348,1.0
262,1.0
726,1.0
4,0.7706109969766077
109,0.6674925090417331
-1,0.0
-1,0.0
-1,0.0
78,0.461441318594628
31,0.8170906690790718
118,0.28358652411739743
-1,0.0
467,0.7063066884913367
-1,0.0
4,1.0
221,1.0
-1,0.0
-1,0.0
-1,0.0
35,0.6014015276879815
-1,0.0
-1,0.0
177,0.8750920856831569
-1,0.0
58,0.49176740551146775
-1,0.0
-1,0.0
189,0.9081135606350709
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
348,0.825526850949475
526,0.612161810133907
49,1.0
49,0.714311907410286
38,0.9029539032552047
-1,0.0
-1,0.0
-1,0.0
-1,0.0
1006,1.0
38,0.7251741987354591
-1,0.0
49,1.0
-1,0.0
341,0.8119142969170932
847,0.992572371081804
-1,0.0
112,1.0
98,0.7713124286302593
4,1.0
-1,0.0
189,0.3418983319658677
-1,0.0
4,0.6954421743280682
-1,0.0
72,1.0
-1,0.0
-1,0.0
312,0.8017243746817317
189,0.24863106891459089
-1,0.0
112,0.9917167971175215
189,0.4656738047894702
-1,0.0
-1,0.0
49,1.0
160,0.18744636540008494
-1,0.0
-1,0.0
900,1.0
4,0.36630487608443646
-1,0.0
900,1.0
431,1.0
-1,0.0
-1,0.0
344,0.6310495840829597
297,0.5686179167102645
-1,0.0
44,0.16491677356606108
946,0.964481057896914
-1,0.0
31,1.0
69,0.4572359284005171
486,0.8505209758420973
-1,0.0
-1,0.0
143,0.31367307081684664
143,0.17611581263641973
-1,0.0
233,0.7769910108158132
143,0.9249218066832852
486,0.2399401782046014
-1,0.0
62,0.8950994985342856
-1,0.0
-1,0.0
-1,0.0
38,0.6520346954727011
-1,0.0
81,1.0
20,1.0
-1,0.0
-1,0.0
-1,0.0
518,1.0
38,0.5841609283208609
-1,0.0
4,1.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
49,1.0
189,0.4680722915141619
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
203,0.13412226433151958
112,1.0
-1,0.0
13,1.0
-1,0.0
996,1.0
376,1.0
112,1.0
203,0.13490641797525899
-1,0.0
-1,0.0
-1,0.0
376,1.0
-1,0.0
-1,0.0
341,1.0
-1,0.0
-1,0.0
112,0.7779765115000515
-1,0.0
189,0.38903449756300434
-1,0.0
-1,0.0
16,1.0
219,0.9960458289946145
-1,0.0
345,0.1916086406673294
321,0.6724175644320053
-1,0.0
-1,0.0
189,0.7629789585728658
189,0.7394567748391713
-1,0.0
109,0.722910049409571
-1,0.0
-1,0.0
-1,0.0
31,0.7814853924313178
-1,0.0
-1,0.0
4,0.7627094908436681
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
219,1.0
-1,0.0
-1,0.0
-1,0.0
118,0.6071709523699251
-1,0.0
473,1.0
112,1.0
-1,0.0
-1,0.0
-1,0.0
459,1.0
112,1.0
726,0.8581180684884357
204,1.0
921,1.0
118,0.5424068307540855
118,0.4013355157347006
112,1.0
9,0.6574404556685737
278,0.220349321677583
204,1.0
-1,0.0
112,1.0
49,1.0
44,0.27436602869376553
104,0.5611374433013663
204,1.0
35,0.6911395728326698
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
55,1.0
112,1.0
112,0.8713870758757275
35,0.9555546912180335
-1,0.0
123,0.21729705357794823
118,0.4013042149895852
-1,0.0
946,1.0
991,1.0
-1,0.0
233,0.8385137384487107
-1,0.0
-1,0.0
-1,0.0
726,0.9696119782874485
-1,0.0
62,1.0
189,1.0
76,0.4079945782941283
31,0.7983027718846224
-1,0.0
-1,0.0
189,0.8743469334835265
-1,0.0
-1,0.0
-1,0.0
-1,0.0
189,0.5922376332493402
35,0.8979306424734319
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
97,1.0
-1,0.0
-1,0.0
523,0.5892378033540818
112,0.9642683223981943
-1,0.0
-1,0.0
-1,0.0
160,0.33280584515402556
-1,0.0
726,0.6754118161147653
-1,0.0
874,1.0
467,0.8437764290262482
-1,0.0
-1,0.0
72,0.5455343719573331
-1,0.0
-1,0.0
-1,0.0
297,0.7085639859441513
-1,0.0
62,1.0
946,1.0
195,0.7261585634445307
189,0.855448728553246
219,0.9617241977363367
-1,0.0
-1,0.0
-1,0.0
-1,0.0
573,0.7583382859522377
-1,0.0
112,1.0
-1,0.0
-1,0.0
4,1.0
81,0.44664617773035775
572,0.21001948011172872
-1,0.0
4,1.0
78,0.7906665817509573
62,1.0
118,0.15196816399960822
118,0.4625790130870112
118,0.6005896767556851
44,0.2408958886795679
189,0.27676172195960624
-1,0.0
-1,0.0
-1,0.0
-1,0.0
189,0.4348954011681902
143,0.8642295869240502
4,0.5816976878073206
585,1.0
77,0.9124043037370392
3,1.0
3,0.968027735713516
297,0.14528651436074372
-1,0.0
-1,0.0
-1,0.0
875,1.0
143,0.37348285086561817
-1,0.0
123,0.4475487746066632
-1,0.0
875,1.0
44,1.0
-1,0.0
-1,0.0
9,0.7355365066929667
204,1.0
-1,0.0
486,0.25753809970688357
-1,0.0
-1,0.0
-1,0.0
-1,0.0
72,0.4418440598022611
-1,0.0
38,0.9545465104589993
49,1.0
160,0.5525427872891228
-1,0.0
-1,0.0
-1,0.0
-1,0.0
189,1.0
-1,0.0
-1,0.0
78,0.961068272671374
35,0.9049736792520542
-1,0.0
-1,0.0
4,0.543818444092091
-1,0.0
-1,0.0
31,1.0
-1,0.0
9,1.0
297,0.6207583283409372
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
914,1.0
140,1.0
617,0.7560989500743754
4,0.8637576361760604
220,0.6091156000879422
-1,0.0
353,1.0
77,0.9641508094073322
77,0.9437519358328781
781,0.996445398624591
20,0.8907624548155845
72,1.0
-1,0.0
105,0.9222383896082065
297,0.4130676013679182
232,0.4661706269494736
-1,0.0
-1,0.0
-1,0.0
-1,0.0
35,1.0
35,1.0
-1,0.0
189,0.7221269503613977
35,1.0
25,0.8680489032741928
219,1.0
-1,0.0
876,1.0
62,0.8468085289816106
143,0.2442757339846
97,0.21122250225358394
-1,0.0
140,0.6595452260806721
118,0.874385018657531
-1,0.0
140,0.6488816998774707
-1,0.0
-1,0.0
4,0.4077100003685742
-1,0.0
227,0.1722181714974731
-1,0.0
-1,0.0
77,0.9599473119686787
-1,0.0
-1,0.0
-1,0.0
78,0.4185785740607307
-1,0.0
-1,0.0
4,0.9921350217535251
77,0.8186112971500747
4,0.6540414679043107
4,1.0
-1,0.0
-1,0.0
473,1.0
78,0.4349677619273379
590,0.8119538240804511
112,0.7912174500300457
-1,0.0
-1,0.0
669,0.6111506699226956
72,0.6350024673083018
-1,0.0
123,0.30877607862842726
-1,0.0
112,1.0
55,0.5655897939608439
203,0.15121132970418028
160,0.7504332819226602
219,0.9010146472827197
297,0.7204797610853044
72,0.7895999485997718
781,1.0
219,0.9677353764959976
-1,0.0
-1,0.0
99,0.7573324935906818
891,1.0
326,0.8053746607985365
-1,0.0
-1,0.0
-1,0.0
4,1.0
219,0.9283462785578633
246,0.8195309628951212
-1,0.0
49,1.0
160,0.8299728469604938
49,1.0
-1,0.0
573,1.0
-1,0.0
49,1.0
-1,0.0
-1,0.0
875,1.0
226,0.465478763461614
112,1.0
847,1.0
-1,0.0
-1,0.0
78,0.5204104979677355
72,0.9040052871792309
-1,0.0
726,0.9580685300851276
333,0.6102499777907958
-1,0.0
189,1.0
346,0.09693120085407333
-1,0.0
-1,0.0
4,0.4191431572969728
31,0.6117398798609059
-1,0.0
112,1.0
112,1.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
526,1.0
-1,0.0
341,1.0
-1,0.0
112,1.0
-1,0.0
-1,0.0
-1,0.0
160,0.9940548627015606
221,1.0
-1,0.0
-1,0.0
921,1.0
-1,0.0
-1,0.0
-1,0.0
462,0.10903455308078669
112,1.0
526,0.70599251364125
-1,0.0
847,1.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
62,0.9633708386337686
-1,0.0
-1,0.0
35,1.0
847,0.8017192611855624
69,0.5504683750475151
-1,0.0
-1,0.0
-1,0.0
312,0.5972112218717684
333,0.5958471306358928
109,1.0
-1,0.0
-1,0.0
-1,0.0
62,0.7820011411369648
72,1.0
-1,0.0
4,0.24971409528840235
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
64,1.0
-1,0.0
38,0.7572542763158817
55,0.895059958177939
-1,0.0
4,0.4391765451271076
-1,0.0
574,0.9288145627910457
4,0.4659821209521969
312,0.891528697884176
-1,0.0
847,1.0
-1,0.0
78,0.8696656480941469
-1,0.0
-1,0.0
77,1.0
189,1.0
-1,0.0
-1,0.0
-1,0.0
578,0.8613439183035962
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
40,0.8473877631205408
-1,0.0
189,0.9652061512304885
-1,0.0
4,0.8056741330531997
62,0.9874897197397564
-1,0.0
62,1.0
297,0.7742459038226503
-1,0.0
-1,0.0
4,0.6060172576695202
44,0.08363566492756704
-1,0.0
-1,0.0
-1,0.0
40,1.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
297,0.12173023246478491
40,0.7505623801860315
-1,0.0
35,1.0
847,1.0
49,1.0
35,0.8895509163891759
523,0.5551855879076792
-1,0.0
35,0.9339209513119436
-1,0.0
574,0.9894034565492662
648,0.8737523948161319
-1,0.0
62,0.9368216664968095
-1,0.0
297,0.7019282653174271
-1,0.0
49,1.0
49,1.0
49,0.6137407110743185
4,1.0
203,0.13127007171326363
467,0.7165839157788858
55,1.0
-1,0.0
-1,0.0
77,0.9337197506960813
-1,0.0
35,1.0
-1,0.0
462,1.0
-1,0.0
245,0.6413548626122709
-1,0.0
681,1.0
78,0.39140547291836464
-1,0.0
5,1.0
-1,0.0
333,0.6390778486973715
921,1.0
26,1.0
4,0.44869830611322226
4,0.543818444092091
-1,0.0
-1,0.0
23,1.0
37,1.0
-1,0.0
0,0.8838934564261421
-1,0.0
18,1.0
-1,0.0
68,0.8451786813070706
-1,0.0
32,1.0
-1,0.0
-1,0.0
189,0.4973965258834536
4,0.6057078487127272
-1,0.0
-1,0.0
568,0.6549589476796269
-1,0.0
-1,0.0
379,0.07106164161346548
-1,0.0
937,1.0
17,1.0
177,1.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
333,0.5454085273885101
930,1.0
120,1.0
-1,0.0
34,0.5829478093845807
-1,0.0
69,1.0
68,0.9761771245403748
-1,0.0
-1,0.0
-1,0.0
492,1.0
30,1.0
89,0.5908937073167687
10,0.7178277117128843
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
29,0.9356434574258923
29,1.0
-1,0.0
11,1.0
-1,0.0
-1,0.0
876,0.9272390898107102
17,1.0
11,0.6473716952716088
690,1.0
380,0.15401726979732672
-1,0.0
-1,0.0
6,0.681232944390889
-1,0.0
17,0.8886944953224885
713,0.9998762021400096
-1,0.0
-1,0.0
46,0.5251800151409698
46,0.8207344505397313
-1,0.0
11,1.0
6,0.681232944390889
-1,0.0
11,0.9665599836832544
418,0.8173373707274123
11,0.8188119184562848
53,1.0
53,1.0
-1,0.0
-1,0.0
53,1.0
-1,0.0
0,0.7919278381912042
-1,0.0
0,0.6628114562227511
-1,0.0
26,1.0
419,0.5270399301691531
-1,0.0
-1,0.0
506,1.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
4,0.517276199941788
-1,0.0
345,0.9615619857452777
14,0.8451312255112956
-1,0.0
-1,0.0
-1,0.0
68,1.0
-1,0.0
6,0.7968076541677804
935,1.0
-1,0.0
0,0.9023102794332578
518,1.0
89,0.43125614601581236
201,0.4081132500965117
-1,0.0
85,1.0
-1,0.0
-1,0.0
-1,0.0
108,1.0
4,0.6567959658342077
-1,0.0
-1,0.0
5,0.813932033206076
418,0.8173373707274123
-1,0.0
-1,0.0
-1,0.0
1,0.9786277443710183
99,0.930322221659486
686,0.5975744326325443
221,0.8608008103178149
-1,0.0
-1,0.0
-1,0.0
221,0.9599826236948293
34,0.6360661056689793
687,0.545422449483755
40,1.0
-1,0.0
6,1.0
-1,0.0
27,0.6105157704400007
124,0.9498846346801192
-1,0.0
0,0.7291644327615072
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
1,1.0
0,1.0
-1,0.0
44,0.2823225225509304
-1,0.0
34,0.834660705874417
-1,0.0
-1,0.0
-1,0.0
246,1.0
0,1.0
-1,0.0
27,0.4882893340586531
11,0.8845133097711265
27,0.290892661635674
210,0.9999250119473714
0,0.6210251696377193
285,1.0
-1,0.0
-1,0.0
79,0.517181150430396
53,1.0
10,0.47331580057162176
-1,0.0
91,0.7922630286376415
16,1.0
221,0.6493738909358479
221,0.5116791897465823
-1,0.0
12,1.0
175,0.35697126845399
175,0.5706857101065204
175,0.39655729912454024
16,1.0
556,1.0
556,1.0
-1,0.0
520,0.8595018335699329
-1,0.0
-1,0.0
285,1.0
-1,0.0
221,0.6452201771451495
-1,0.0
-1,0.0
-1,0.0
-1,0.0
330,0.25848564365806825
-1,0.0
-1,0.0
-1,0.0
97,0.34323772612348674
289,0.43030101255144454
97,0.4575049838286441
-1,0.0
97,0.8582546111296889
97,0.976578703016813
-1,0.0
-1,0.0
685,1.0
-1,0.0
-1,0.0
11,0.7154122351040443
-1,0.0
0,1.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
37,0.8147522139148227
333,0.8547051743424346
-1,0.0
-1,0.0
11,0.6062900732001225
-1,0.0
246,0.8795712978897083
9,1.0
-1,0.0
-1,0.0
-1,0.0
0,1.0
390,0.9303338117681514
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
68,0.04177999548251877
-1,0.0
49,1.0
-1,0.0
440,0.12237634987434508
70,1.0
-1,0.0
-1,0.0
0,0.5577242337790144
-1,0.0
-1,0.0
166,0.4008436612574643
103,0.29373097045122815
-1,0.0
930,1.0
-1,0.0
34,0.6876493879571252
4,1.0
-1,0.0
-1,0.0
0,0.9764639461659411
0,1.0
-1,0.0
0,1.0
-1,0.0
662,0.9492030560736195
-1,0.0
-1,0.0
-1,0.0
166,0.44231841076111134
627,1.0
-1,0.0
394,0.6807429587165619
20,0.9907524998198771
394,0.7256951301825838
872,0.9480039526780504
88,0.7531881884560283
-1,0.0
68,0.8264268929987467
-1,0.0
-1,0.0
38,1.0
38,1.0
-1,0.0
-1,0.0
375,0.6560246912753993
-1,0.0
375,0.88876247861421
-1,0.0
-1,0.0
-1,0.0
40,0.7357167911421555
245,0.9302640991829322
875,1.0
4,1.0
245,1.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
406,0.4063038399256799
-1,0.0
-1,0.0
35,0.8886504058979312
0,0.8443384771497722
-1,0.0
350,0.42468065016191814
68,0.7887260296148481
2,1.0
-1,0.0
34,1.0
-1,0.0
35,1.0
-1,0.0
120,0.8005126123289639
17,1.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
-1,0.0
20,0.37508187089990447
-1,0.0
0,1.0
-1,0.0
121,1.0
95,1.0
-1,0.0
333,0.1756285690949961
627,1.0
-1,0.0
97,0.5704512569821488
-1,0.0
20,1.0
2,1.0
27,0.183931763788927
-1,0.0
13,0.8602124177711676
-1,0.0
121,1.0
199,0.05969287052371625
27,0.12953923626076672
-1,0.0
687,1.0
20,0.990458155864397
-1,0.0
-1,0.0
-1,0.0
-1,0.0
34,0.9123413857606625
13,0.7086991525709296
343,0.2786395601310675
-1,0.0
16,1.0
-1,0.0
92,1.0
2,1.0
-1,0.0
11,1.0
167,0.9324027639629069
574,1.0
34,0.5726141317936586
-1,0.0
-1,0.0
2,1.0
-1,0.0
53,0.780640163448175
-1,0.0
11,1.0
394,0.34445316135467025
11,1.0
-1,0.0
88,0.8513860676481505
0,1.0
-1,0.0
88,0.8210095535502767
51,0.8981369163005118
671,0.7998392616203076
66,0.13627675269669146
17,0.5869182653245784
627,0.9662231991869419
167,1.0
134,0.6815803393366939
-1,0.0
35,1.0
-1,0.0
-1,0.0
-1,0.0
11,1.0
395,0.7421270313537404
11,1.0
97,0.32679001722198564
-1,0.0
-1,0.0
-1,0.0
98,0.5503191264257953
54,0.903643979389681
41,1.0
584,1.0
-1,0.0
-1,0.0
-1,0.0
41,1.0
-1,0.0
96,0.6855414467349774
-1,0.0
63,0.8670953875856642
-1,0.0
2,1.0
-1,0.0
41,1.0
395,0.5477357865819369
221,0.9651034723678097
16,1.0
-1,0.0
51,0.5592430089373841
5,0.3723306842814492
